player_id,horizon_xpts,mean_reliability,gws,web_name,team_id,team_short
631,1.4538161844971076,0.42135412457657573,4,J.Clarke,10,IPS
305,1.4243987933241615,0.7834605326385773,4,Thomas,11,LEI
171,1.4186871897400073,0.24605051619524163,4,Gusto,6,CHE
243,1.408139713114413,0.13488284787783217,4,Cairney,9,FUL
386,1.4073128245731144,0.2610572621962957,4,Sancho,6,CHE
316,1.3756300782009427,0.18456577385390788,4,Darwin,12,LIV
129,1.3711395280522953,0.12704527102851507,4,João Pedro,5,BHA
385,1.3598120245549659,0.10906842163862537,4,Rashford,2,AVL
508,1.3536567820661722,0.3466881623780756,4,Vicario,18,TOT
467,1.3516234611176952,0.3973396623153579,4,Manning,17,SOU
281,1.342463535714684,0.45565706698875236,4,Taylor,10,IPS
503,1.3320891950848932,0.2503026054782765,4,Son,18,TOT
82,1.3247733483151918,0.2310833320783648,4,Solanke,18,TOT
370,1.3095213151053073,0.19079914515062452,4,Eriksen,14,MUN
449,1.306487686289464,0.3175904062385538,4,Yates,16,NFO
517,1.2977874273034113,0.3262305724409461,4,Cresswell,19,WHU
270,1.2967921663832218,0.6650612109251227,4,Greaves,10,IPS
589,1.2875000963443617,0.33818814921203566,4,Füllkrug,19,WHU
263,1.218693302446233,0.4318626397468931,4,Burgess,10,IPS
348,1.1749534533564554,0.14068424333030477,4,Foden,13,MCI
725,1.1656334322363038,0.09858687329442214,4,Malen,2,AVL
571,1.1599153973219956,0.13265060682809127,4,Savinho,13,MCI
527,1.1323152734151773,0.48413255344064193,4,L.Paquetá,19,WHU
520,1.1280834657472985,0.29181975862128345,4,Emerson,19,WHU
77,1.1254216287405574,0.2679101854649168,4,Scott,3,BOU
492,1.1239106629206383,0.24033649431449544,4,Kulusevski,18,TOT
516,1.1160161643708424,0.38724164106390896,4,Coufal,19,WHU
357,1.0681376542423413,0.1452999232977454,4,McAtee,13,MCI
174,1.061291241024958,0.21964224543560015,4,Lavia,6,CHE
420,1.0536914557198565,0.22556071535873962,4,Willock,15,NEW
368,1.048863678323179,0.19677063119750185,4,Casemiro,14,MUN
548,1.0433620652964355,0.26025018998794525,4,Guedes,20,WOL
480,1.0374917313898648,0.3116781777237431,4,Bentancur,18,TOT
282,1.0335207721198754,0.5062975390215311,4,Tuanzebe,10,IPS
369,1.0318000968079644,0.14140544483820436,4,Dalot,14,MUN
476,1.0221794171718892,0.40400625694044096,4,Walker-Peters,17,SOU
62,1.0208661781985773,0.22570726996636148,4,Brooks,3,BOU
434,1.0019610664165406,0.21707417615846075,4,Hudson-Odoi,16,NFO
244,0.9738225045702881,0.19336353248690819,4,Castagne,9,FUL
482,0.9103811762686357,0.2868191928091778,4,Bissouma,18,TOT
285,0.9028655860303982,0.6847287790432073,4,B.Soumaré,11,LEI
120,0.8876053855310645,0.2638073851387973,4,Dunk,5,BHA
457,0.8789485588332505,0.2518302404418351,4,Bree,17,SOU
27,0.86949731572884,0.30153525882558935,4,Archer,17,SOU
718,0.8610661791772412,0.24229221973270612,4,Welington,17,SOU
6,0.8428270787604579,0.1405482058046244,4,J.Timber,1,ARS
12,0.816014233006016,0.137935163632898,4,Nwaneri,1,ARS
497,0.8047990102059058,0.14701246479375082,4,Richarlison,18,TOT
403,0.7940154966641211,0.11127149096552753,4,Joelinton,15,NEW
387,0.7836468131298043,0.29213825654555303,4,Shaw,14,MUN
393,0.7203734504126258,0.15738383417531351,4,Botman,15,NEW
716,0.7054364460540914,0.1722047331489726,4,Kinsky,18,TOT
86,0.6942372982734885,0.2538163678640532,4,Ajer,4,BRE
610,0.6729311647747841,0.1853222808261746,4,Moore,18,TOT
654,0.6721484892137352,0.3123341906646456,4,C.Soler,19,WHU
299,0.6666515019588459,0.3945796141312407,4,McAteer,11,LEI
772,0.6327523900949867,0.11933823443413481,4,Willian,9,FUL
481,0.6213402839464923,0.163395875028492,4,Bergvall,18,TOT
564,0.6019377182523098,0.13622573528076018,4,S.Bueno,20,WOL
494,0.5790389452850138,0.10790636486619382,4,Maddison,18,TOT
192,0.5778547261133803,0.3438622347686223,4,J.Ayew,11,LEI
411,0.5742315864651734,0.13100230734321713,4,Miley,15,NEW
452,0.5668753146117667,0.24251041653416627,4,Aribo,17,SOU
495,0.5484527268711357,0.1662049870586255,4,Pedro Porro,18,TOT
320,0.5451833450755441,0.10693488049228632,4,Endo,12,LIV
696,0.5333209868408944,0.1021010857176603,4,George,6,CHE
358,0.4777452820683211,0.08405942517828167,4,Ortega Moreno,13,MCI
95,0.46837557551477565,0.14902053712876576,4,Jensen,4,BRE
528,0.4435215599602076,0.2585959182048294,4,Mavropanos,19,WHU
236,0.4376370476660616,0.15319322050710577,4,Tarkowski,8,EVE
304,0.4354981997345485,0.2708695036941916,4,Stolarczyk,11,LEI
470,0.4354905347214997,0.15443426090921933,4,Onuachu,17,SOU
25,0.43276045503673616,0.07256031529081677,4,Zinchenko,1,ARS
473,0.43155324038397946,0.18841077342186247,4,Stewart,17,SOU
228,0.4167194419198036,0.10456635689384651,4,Keane,8,EVE
275,0.41451834955072786,0.2028742662117367,4,Johnson,10,IPS
670,0.39593822389252586,0.19561063462619935,4,Amass,14,MUN
251,0.37972240985046735,0.04624360681494731,4,Muniz,9,FUL
265,0.3623998457032671,0.1998016611175814,4,Chaplin,10,IPS
21,0.3567843686912584,0.08920734482920355,4,Tierney,1,ARS
592,0.3497793990751821,0.14407416087361075,4,J.Araujo,3,BOU
471,0.34929686895560985,0.1534569861418122,4,Smallbone,17,SOU
536,0.31092479533754197,0.07947888640000002,4,Bentley,20,WOL
131,0.3108691625104292,0.08653413022814586,4,Lamptey,5,BHA
596,0.30089002862434366,0.07733835412447597,4,Jota Silva,16,NFO
653,0.272600214921957,0.2688805715650891,4,Morato,16,NFO
593,0.26521547505953025,0.07892927028332679,4,De Ligt,14,MUN
405,0.24089013718384805,0.10397776148142152,4,Krafth,15,NEW
636,0.2338436445431856,0.06069790525295458,4,Chiesa,12,LIV
776,0.2251866007412001,0.07327915366825086,4,Obi,14,MUN
69,0.2119087471547567,0.024571940345502086,4,Jebbison,3,BOU
367,0.20386701397337526,0.12498770329600004,4,Bayindir,14,MUN
511,0.19637717707978664,0.15560656594423738,4,Álvarez,19,WHU
167,0.17554387423784204,0.05706143340363113,4,Disasi,2,AVL
590,0.17370968284913618,0.034648763579556804,4,Osula,15,NEW
293,0.1728368364024389,0.2273206133227493,4,Hermansen,11,LEI
262,0.17186585315067188,0.08153078973787492,4,Broadhead,10,IPS
498,0.1669979631634763,0.07570976710624487,4,Romero,18,TOT
389,0.16534661589200841,0.06203923038087023,4,Zirkzee,14,MUN
94,0.1623313023016407,0.09384424023685457,4,Janelt,4,BRE
501,0.16005325288630554,0.2899844651210431,4,Skipp,11,LEI
117,0.15814572612860023,0.13635047804245265,4,Buonanotte,11,LEI
578,0.15612401980975069,0.08344116199574844,4,Calafiori,1,ARS
333,0.15312911157191803,0.18427795290604748,4,Quansah,12,LIV
588,0.14244774713239666,0.10857675678991031,4,G.Rodríguez,19,WHU
186,0.13666787727349516,0.0597570621289443,4,Sterling,1,ARS
234,0.13598036716246883,0.07399909398796799,4,Patterson,8,EVE
349,0.12389198671493776,0.025372369018128525,4,Grealish,13,MCI
424,0.11361805071285933,0.05627824926946321,4,Awoniyi,16,NFO
132,0.11174024775300018,0.04435553986761528,4,March,5,BHA
798,0.10964732112364449,0.06521597269333337,4,Jay Robinson,17,SOU
792,0.10847376881251651,0.15741257891840005,4,Monga,11,LEI
267,0.10217556128154548,0.23514585886376002,4,Davis,10,IPS
677,0.09987160001435519,0.06642828831673282,4,Scarles,19,WHU
181,0.0917982190616988,0.038167214449008516,4,Nkunku,6,CHE
3,0.09144437854088133,0.03550543153858238,4,Gabriel,1,ARS
618,0.08800640900547478,0.021529523032733255,4,Georginio,5,BHA
289,0.08797747051218217,0.1441895680196296,4,Daka,11,LEI
284,0.08704924059732866,0.10993321474598862,4,Woolfenden,10,IPS
7,0.08415905731254658,0.04933778212222574,4,Jorginho,1,ARS
63,0.0797253792816867,0.032238382417226596,4,Christie,3,BOU
226,0.07504428082209329,0.05148369915486585,4,Iroegbunam,8,EVE
92,0.07260633183376065,0.06258998723223555,4,Henry,4,BRE
208,0.07147996691862592,0.020317678869964398,4,M.França,7,CRY
79,0.06756494952895066,0.038210786997568934,4,Senesi,3,BOU
429,0.06643067378182792,0.043442962932627956,4,Danilo,16,NFO
604,0.06292493616471759,0.02578646438796644,4,King,9,FUL
302,0.06152987886332354,0.1275889704860428,4,Ricardo,11,LEI
298,0.059760996362981364,0.07907962066584176,4,Mavididi,11,LEI
220,0.057559960352409914,0.04013932538606863,4,Calvert-Lewin,8,EVE
550,0.056352817508395076,0.026027979028096896,4,Hee Chan,20,WOL
569,0.05194372469962438,0.03268222007609281,4,Jaden,10,IPS
28,0.04676589009631239,0.01965688089010536,4,Bailey,2,AVL
156,0.041292000613680574,0.03738417644038583,4,Broja,8,EVE
526,0.040589091381084165,0.03563285363412067,4,L.Guilherme,19,WHU
107,0.039485700125444285,0.026878141792241694,4,Thiago,4,BRE
29,0.038812573354231404,0.012386037920229827,4,Barkley,2,AVL
620,0.03768540391038455,0.025006150846240582,4,Sosa,16,NFO
777,0.03701134448424746,0.03988666595555558,4,Fredricson,14,MUN
732,0.03557026606483208,0.021744377992056235,4,Khusanov,13,MCI
410,0.03553912603346761,0.015622946624250695,4,Longstaff,15,NEW
359,0.0324286256529388,0.04156796050518074,4,Phillips,10,IPS
586,0.03156113208208456,0.017155320503993435,4,J.Cuenca,9,FUL
145,0.03076195903774888,0.016468120199688387,4,Veltman,5,BHA
769,0.030106651883811394,0.04047634580099611,4,Djiga,20,WOL
496,0.029611248726093137,0.03678531826816286,4,Reguilón,18,TOT
290,0.02790625495017989,0.06015089790703235,4,De Cordova-Reid,11,LEI
104,0.024942559358913242,0.024770237177153955,4,Pinnock,4,BRE
399,0.0245444143110822,0.01122030985167892,4,Hall,15,NEW
474,0.024499619619731943,0.035161833868992354,4,Sugawara,17,SOU
731,0.02423578348162453,0.01663311119027979,4,A. Garcia,2,AVL
325,0.024172133075767422,0.009839710396798068,4,Kelleher,12,LIV
296,0.023687146723838964,0.09655058650904239,4,Kristiansen,11,LEI
583,0.020859117256140126,0.02323493080703845,4,Townsend,10,IPS
123,0.020154744924520695,0.02255074063661381,4,Ferguson,19,WHU
166,0.01840036529098551,0.015372320640125836,4,Dewsbury-Hall,6,CHE
4,0.018262790643397864,0.01869927235114288,4,Havertz,1,ARS
301,0.01801589952397779,0.038490664934471855,4,Okoli,11,LEI
245,0.017555408723236514,0.015078964578332294,4,Diop,9,FUL
577,0.014865112392165368,0.01676604244777018,4,Lindstrøm,8,EVE
221,0.014223118936359695,0.015402621818586369,4,Coleman,8,EVE
97,0.013421471758813945,0.01131971941577167,4,Konak,4,BRE
215,0.012275697773912034,0.03774833762893824,4,Ward,7,CRY
68,0.011605223363145139,0.014153461039414892,4,Hill,3,BOU
797,0.010904861293924338,0.022553060693333342,4,Jake Evans,11,LEI
254,0.010565965837088279,0.0074751315388387595,4,Reed,9,FUL
505,0.009549685441821276,0.05675177913051515,4,Udogie,18,TOT
26,0.008040146364797296,0.012143553194940255,4,Alex Moreno,16,NFO
277,0.007979813856407243,0.008189454806716344,4,Luongo,10,IPS
237,0.007807934315468102,0.011308930673777055,4,Y. Chermiti,8,EVE
506,0.006642666278330304,0.014361048428002123,4,Van de Ven,18,TOT
